web_scraper_order,web_scraper_start_url,details,prix,adresse,image_lien-src
"1772355939-618","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Brahmans","30 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4243414_uploaded_image1_1685971475.jpg"
"1772355939-619","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Mondains","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4240446_uploaded_image1_1685727771.jpg"
"1772355939-620","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapine","Prix sur demande","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4235319_uploaded_image1_1685440928.jpg"
"1772355939-621","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Gris de Touraine","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4230722_uploaded_image1_1685059185.jpg"
"1772355939-622","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon mondain brun","500 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4230459_uploaded_image1_1685044108.jpg"
"1772355939-623","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Tambour Allemand","50 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4223933_uploaded_image1_1684609709.jpg"
"1772355939-624","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","7 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222723_uploaded_image1_1684515810.jpg"
"1772355939-625","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","7 000CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4222721_uploaded_image1_1684515659.jpg"
"1772355939-626","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair - bleu hollandais","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4221943_uploaded_image2_1684477934.jpeg"
"1772355939-627","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq cochin","45 000CFA","location_onYoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4218824_uploaded_image1_1684270289.jpg"
"1772355939-628","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulets brahman herminés","135 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4212808_uploaded_image1_1683879589.jpg"
"1772355939-629","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Couple lapins","Prix sur demande","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4208070_uploaded_image1_1683583031.jpg"
"1772355939-630","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin géant","50 000CFA","location_onNiaga, Sénégal","https://images.coinafrique.com/thumb_4207913_uploaded_image1_1683574221.jpg"
"1772355939-631","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Cailleteaux","250CFA","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4205412_uploaded_image1_1683385484.jpg"
"1772355939-632","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons manteau opale","6 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4202860_uploaded_image1_1683234964.jpg"
"1772355939-633","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon","20 000CFA","location_onGueule Tapée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4198961_uploaded_image1_1683046102.jpg"
"1772355939-634","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereau","15 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4195833_uploaded_image3_1682867699.jpeg"
"1772355939-635","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin metisage","Prix sur demande","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4194884_uploaded_image1_1682776235.jpg"
"1772355939-636","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Texan","70 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4193114_uploaded_image1_1682634328.jpg"
"1772355939-637","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Padda de java","20 000CFA","location_onPoint E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4191356_uploaded_image1_1682522033.jpg"
"1772355939-638","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","20 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178981_uploaded_image1_1681650331.jpg"
"1772355939-639","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Boulant de poméranie","13 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4178980_uploaded_image1_1681650252.jpg"
"1772355939-640","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Lahore","15 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4177942_uploaded_image1_1681563067.jpg"
"1772355939-641","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poulet de chair","3 500CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4172814_uploaded_image1_1681236734.jpg"
"1772355944-642","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","45 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_5044135_uploaded_image1_1731603018.jpg"
"1772355944-643","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple mantau écailles de 2 mois","15 000CFA","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_5043101_uploaded_image1_1731565347.jpg"
"1772355944-644","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","lapins mâle adulte","15 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_5000540_uploaded_image1_1729260478.jpg"
"1772355944-645","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Rex garenne","Prix sur demande","location_onAlmadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4998472_uploaded_image1_1729159431.jpg"
"1772355944-646","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon pan indien","10 000CFA","location_onPatte d'oie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4996843_uploaded_image1_1729085675.jpg"
"1772355944-647","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","Prix sur demande","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4993341_uploaded_image1_1728920307.jpg"
"1772355944-648","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapins","15 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_4981240_uploaded_image1_1728309289.jpg"
"1772355944-649","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","15 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975768_uploaded_image1_1727986043.jpg"
"1772355944-650","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Coq","3 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4975038_uploaded_image1_1727964716.jpg"
"1772355944-651","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","15 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4966470_uploaded_image1_1727557573.jpg"
"1772355944-652","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","Prix sur demande","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946879_uploaded_image1_1726499763.jpg"
"1772355944-653","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","15 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4946878_uploaded_image1_1726499637.jpg"
"1772355944-654","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets Fermiers","10 000CFA","location_onHann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_4942161_uploaded_image1_1726204258.jpg"
"1772355944-655","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","25 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4936241_uploaded_image1_1725920934.jpg"
"1772355944-656","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1772355944-657","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","couples lapins","15 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_4932369_uploaded_image1_1725702422.jpg"
"1772355944-658","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons Voyageurs  et boulants","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1772355944-659","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","pigeon voyageur","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4917441_uploaded_image1_1724967120.jpg"
"1772355944-660","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant Gaditano","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4884507_uploaded_image1_1723139531.jpg"
"1772355944-661","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin nain","30 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4865409_uploaded_image1_1722221284.jpg"
"1772355944-662","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochin Caillouté Et Porteur Caillouté","Prix sur demande","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_4862961_uploaded_image1_1722048205.jpg"
"1772355944-663","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon mondain noir","170 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4862270_uploaded_image1_1722006320.jpg"
"1772355944-664","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pan indien blanc","35 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860862_uploaded_image1_1721930737.jpg"
"1772355944-665","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons  Texan","20 000CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4860848_uploaded_image1_1721930260.jpg"
"1772355944-666","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple pigeon mondain blanc","70 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853197_uploaded_image1_1721514569.jpg"
"1772355944-667","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Paires engoura","Prix sur demande","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4841263_uploaded_image1_1720874099.jpg"
"1772355944-668","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Jeune Mondain 2024","150 000CFA","location_onThiaroye, Sénégal","https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg"
"1772355944-669","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux métisse Géant et Californien","15 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg"
"1772355944-670","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin Herminé standard","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4824502_uploaded_image1_1720037338.jpg"
"1772355944-671","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Mâle brahman Hierminés","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4824501_uploaded_image1_1720037293.jpg"
"1772355944-672","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochin porteur caillouté paire","120 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818681_uploaded_image1_1719796046.jpg"
"1772355944-673","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Hermines et cochins","500CFA","location_onMermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg"
"1772355944-674","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet du pays","3 500CFA","location_onSaint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg"
"1772355944-675","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","95 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg"
"1772355944-676","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Jeune couple Mondain","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800310_uploaded_image1_1718745887.jpg"
"1772355944-677","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Texan pionnier","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800306_uploaded_image1_1718745517.jpg"
"1772355944-678","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet race","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4787594_uploaded_image1_1717954434.jpg"
"1772355944-679","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets","2 500CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1772355944-680","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapereau fauve de bourgogne","40 000CFA","location_onLac rose, Sénégal","https://images.coinafrique.com/thumb_4751808_uploaded_image1_1716133783.jpg"
"1772355944-681","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chair","1 500CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg"
"1772355944-682","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_4738369_uploaded_image1_1715444473.jpg"
"1772355944-683","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons voyageurs","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4729764_uploaded_image1_1715037972.jpg"
"1772355944-684","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet Nègre de soie","35 000CFA","location_onAlmadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723223_uploaded_image1_1714727157.jpg"
"1772355944-685","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin Angora","20 000CFA","location_onMamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4714367_uploaded_image1_1714245668.jpg"
"1772355944-686","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons King mâle","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg"
"1772355944-687","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux","13 500CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4703012_uploaded_image1_1713680804.jpg"
"1772355944-688","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Mâle voyageur","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4690859_uploaded_image1_1713063647.jpg"
"1772355944-689","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple Pigeons voyageur","15 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4690857_uploaded_image1_1713063525.jpg"
"1772355944-690","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Mondain écailler","170 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4685152_uploaded_image1_1712756876.jpg"
"1772355944-691","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chair","Prix sur demande","location_onMbour, Sénégal","https://images.coinafrique.com/thumb_4667518_uploaded_image1_1711842967.jpg"
"1772355944-692","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Femelle andalou","250 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667144_uploaded_image1_1711815313.jpg"
"1772355944-693","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur à manteau","Prix sur demande","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
"1772355944-694","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Mondain Andalou","300CFA","location_onCambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg"
"1772355944-695","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","50 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4662585_uploaded_image1_1711547077.jpg"
"1772355944-696","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Texan","80 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg"
"1772355944-697","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons Mondain","225 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4653298_uploaded_image1_1711039158.jpg"
"1772355944-698","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Œufs à couver","12 500CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4651892_uploaded_image1_1710962341.jpg"
"1772355944-699","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple  Brahma Herminé standard","80 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg"
"1772355944-700","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahma","25 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4644724_uploaded_image1_1710589505.jpg"
"1772355944-701","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4624925_uploaded_image1_1709567352.jpg"
"1772355944-702","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4624920_uploaded_image1_1709567189.jpg"
"1772355944-703","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","15 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4624891_uploaded_image1_1709566248.jpg"
"1772355944-704","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","location_onAlmadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623025_uploaded_image1_1709471989.jpg"
"1772355944-705","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur Manteau Opale","Prix sur demande","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4621197_uploaded_image1_1709366454.jpg"
"1772355944-706","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin oie","35 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4619799_uploaded_image1_1709296095.jpg"
"1772355944-707","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chairs","3 500CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4612683_uploaded_image1_1708957200.jpg"
"1772355944-708","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahman bleu Lemon","40 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4612273_uploaded_image1_1708946489.jpg"
"1772355944-709","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","Prix sur demande","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4612083_uploaded_image1_1708939903.jpg"
"1772355944-710","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin Marans","10 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4603800_uploaded_image1_1708477906.jpg"
"1772355944-711","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons couple Mondain","170 000CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4598304_uploaded_image1_1708179510.jpg"
"1772355944-712","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couples lapereaux","100 000CFA","location_onKeur Massar, Sénégal","https://images.coinafrique.com/thumb_4587998_uploaded_image1_1707587252.jpg"
"1772355944-713","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Lahor","20 000CFA","location_onRufisque, Sénégal","https://images.coinafrique.com/thumb_4565457_uploaded_image1_1706369680.jpg"
"1772355944-714","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Modain","160 000CFA","location_onGrand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4561395_uploaded_image1_1706128448.jpg"
"1772355944-715","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","10 000CFA","location_onLac rose, Sénégal","https://images.coinafrique.com/thumb_4556321_uploaded_image1_1705859521.jpg"
"1772355944-716","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chaire","5 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4555523_uploaded_image1_1705793143.jpg"
"1772355944-717","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons King","60 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4548383_uploaded_image1_1705424797.jpg"
"1772355944-718","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Paire pigeon  jeune King","60 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4545200_uploaded_image1_1705269534.jpg"
"1772355944-719","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","5 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542217_uploaded_image1_1705082041.jpg"
"1772355944-720","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","5 000CFA","location_onSicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4542193_uploaded_image1_1705080975.jpg"
"1772355944-721","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","35 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4517612_uploaded_image1_1703770805.jpg"
"1772355944-722","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon","Prix sur demande","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513662_uploaded_image2_1703531881.jpeg"
"1772355944-723","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","Prix sur demande","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4513225_uploaded_image1_1703497424.jpg"
"1772355944-724","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin fauve male","80 000CFA","location_onMariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512680_uploaded_image1_1703431761.jpg"
"1772355944-725","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapin","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_4509856_uploaded_image1_1703213564.jpg"
"1772355946-726","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet Ordinaire","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5797401_uploaded_image1_1772279002.jpg"
"1772355946-727","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Cochin caillouté","Prix sur demande","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_5795056_uploaded_image1_1772163078.jpg"
"1772355946-728","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin hermine","7 500CFA","location_onOuakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5786408_uploaded_image1_1771698246.jpg"
"1772355946-729","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux","Prix sur demande","location_onThies, Sénégal","https://images.coinafrique.com/thumb_5782021_uploaded_image1_1771503339.jpg"
"1772355946-730","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets de chair","3 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5780864_uploaded_image1_1771450383.jpg"
"1772355946-731","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Brahman herminé","35 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5778994_uploaded_image1_1771363080.jpg"
"1772355946-732","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lapin 6 mois","35 000CFA","location_onPikine, Sénégal","https://images.coinafrique.com/thumb_5773429_uploaded_image1_1770999151.jpg"
"1772355946-733","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Œufs fécondés","2 500CFA","location_onGuediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5740994_uploaded_image1_1769368723.jpg"
"1772355946-734","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","10 000CFA","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5717554_uploaded_image1_1768255739.jpg"
"1772355946-735","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin dinde chair","3 500CFA","location_onAlmadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_5714121_uploaded_image1_1768054212.jpg"
"1772355946-736","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapins","25 000CFA","location_onParcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_5693264_uploaded_image1_1766935865.jpg"
"1772355946-737","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","Prix sur demande","location_onDakar, Sénégal","https://images.coinafrique.com/thumb_5674944_uploaded_image1_1765881198.jpg"
"1772355946-738","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon King","60 000CFA","location_onMbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5669544_uploaded_image1_1765545674.jpg"
